n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
20000,inforest,neg_uncorr,dense,10,20000,18041,inforest,10644,12.961000
20000,inforest,neg_uncorr,medium,1,20000,11993,inforest,13709,13.422000
20000,inforest,neg_uncorr,medium,2,20000,12019,inforest,13673,10.668000
20000,inforest,neg_uncorr,medium,3,20000,11937,inforest,13632,10.602000
20000,inforest,neg_uncorr,medium,4,20000,12022,inforest,13670,10.681000
20000,inforest,neg_uncorr,medium,5,20000,11785,inforest,13739,10.690000
20000,inforest,neg_uncorr,medium,6,20000,12009,inforest,13661,10.298000
20000,inforest,neg_uncorr,medium,7,20000,11939,inforest,13662,10.481000
20000,inforest,neg_uncorr,medium,8,20000,12004,inforest,13664,10.628000
20000,inforest,neg_uncorr,medium,9,20000,12067,inforest,13691,10.889000
20000,inforest,neg_uncorr,medium,10,20000,12157,inforest,13511,11.042000
20000,inforest,neg_uncorr,sparse,1,20000,6014,inforest,16499,8.911000
20000,inforest,neg_uncorr,sparse,2,20000,5991,inforest,16539,9.662000
20000,inforest,neg_uncorr,sparse,3,20000,5936,inforest,16516,9.172000
20000,inforest,neg_uncorr,sparse,4,20000,6022,inforest,16492,9.619000
20000,inforest,neg_uncorr,sparse,5,20000,5974,inforest,16505,8.984000
20000,inforest,neg_uncorr,sparse,6,20000,5978,inforest,16443,8.817000
20000,inforest,neg_uncorr,sparse,7,20000,6050,inforest,16432,8.932000
20000,inforest,neg_uncorr,sparse,8,20000,5998,inforest,16517,9.088000
20000,inforest,neg_uncorr,sparse,9,20000,6000,inforest,16564,9.798000
20000,inforest,neg_uncorr,sparse,10,20000,6049,inforest,16487,10.631000
20000,inforest,neg_uncorr,tree,1,20000,19999,inforest,9920,13.505000
20000,inforest,neg_uncorr,tree,2,20000,19999,inforest,9881,13.421000
20000,inforest,neg_uncorr,tree,3,20000,19999,inforest,9895,14.231000
20000,inforest,neg_uncorr,tree,4,20000,19999,inforest,9874,13.844000
20000,inforest,neg_uncorr,tree,5,20000,19999,inforest,9858,13.830000
20000,inforest,neg_uncorr,tree,6,20000,19999,inforest,9841,13.672000
20000,inforest,neg_uncorr,tree,7,20000,19999,inforest,9709,14.369000
20000,inforest,neg_uncorr,tree,8,20000,19999,inforest,9825,14.393000
20000,inforest,neg_uncorr,tree,9,20000,19999,inforest,9803,14.968000
20000,inforest,neg_uncorr,tree,10,20000,19999,inforest,9885,13.944000
20000,inforest,neg_weakly_corr,dense,1,20000,18028,inforest,9354,13.440000
20000,inforest,neg_weakly_corr,dense,2,20000,17992,inforest,9119,13.534000
20000,inforest,neg_weakly_corr,dense,3,20000,18023,inforest,9152,13.489000
20000,inforest,neg_weakly_corr,dense,4,20000,17986,inforest,9061,14.148000
20000,inforest,neg_weakly_corr,dense,5,20000,17989,inforest,9138,13.242000
20000,inforest,neg_weakly_corr,dense,6,20000,18038,inforest,9327,13.278000
20000,inforest,neg_weakly_corr,dense,7,20000,17992,inforest,9263,14.171000
20000,inforest,neg_weakly_corr,dense,8,20000,18065,inforest,9242,13.450000
20000,inforest,neg_weakly_corr,dense,9,20000,18070,inforest,9129,13.410000
20000,inforest,neg_weakly_corr,dense,10,20000,17984,inforest,9379,12.995000
20000,inforest,neg_weakly_corr,medium,1,20000,11917,inforest,12544,11.023000
20000,inforest,neg_weakly_corr,medium,2,20000,12052,inforest,12650,11.250000
20000,inforest,neg_weakly_corr,medium,3,20000,11960,inforest,12577,10.862000
20000,inforest,neg_weakly_corr,medium,4,20000,11924,inforest,12702,10.923000
20000,inforest,neg_weakly_corr,medium,5,20000,12027,inforest,12563,14.961000
20000,inforest,neg_weakly_corr,medium,6,20000,11905,inforest,12601,10.698000
